"COUNTRY","INDICATOR","PRICE_TYPE","S_ADJUSTMENT","TYPE_OF_TRANSFORMATION","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","74667000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","102830000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","118798000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","174032000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","105476000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","143364000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","157393000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","222063000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","124355000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","153170000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","174049000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","249043000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","99861000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","120669000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","139097000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","204688000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","105726000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","157555000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","184075000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","272415000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q1","103769000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q2","112745000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q3","159241000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q4","246101000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","232256000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","341414000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","352112000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","392377000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q1","243721000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q2","358250000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q3","391256000000",""
"Ukraine","Gross fixed capital formation","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q4","452744000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","438003000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","471755000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","512869000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","609701000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","560871000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","614838000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","661403000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","781014000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","693557000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","768323000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","805892000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","941520000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","821232000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","900586000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","934780000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","1048460000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","895076000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","846544000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","976974000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","1190194000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","1035934000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","1126350000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","1171717000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","1400270000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q1","1146200000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q2","1198273000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q3","1415211000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q4","1709584000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","1509147000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","1604547000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","1739356000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","1963024000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q1","1694986000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q2","1787375000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q3","1940162000000",""
"Ukraine","Final consumption expenditure","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q4","2258312000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","-45487000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","-14198000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","-58336000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","-47141000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","-37343000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","-46728000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","-70862000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","-77160000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","-51626000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","-51886000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","-116190000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","-91089000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","-50917000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","-77645000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","-105267000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","-86250000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","-28874000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","21909000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","-29812000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","-27109000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","-22248000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","16670000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","-17116000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","-49327000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q1","-42680000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q2","-199928000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q3","-264607000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q4","-357568000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","-350656000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","-283261000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","-387152000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","-364750000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q1","-262007000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q2","-349142000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q3","-407287000000",""
"Ukraine","External balance of goods and services","Current prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q4","-431546000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","694000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","184000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","476000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","-114000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","161000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","147000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","-35000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","-97000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","248000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","180000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","291000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","230000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","540000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","368000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","590000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","292000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","422000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","395000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","330000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","472000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","359000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","456000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","532000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","196000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q1","380000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q2","105000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q3","352000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q4","357000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","384000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","380000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","375000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","402000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q1","483000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q2","460000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q3","-117000000",""
"Ukraine","Acquisitions less disposals of valuables","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q4","274000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","4415000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","95000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","172163000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","28337000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","-5472000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","-5763000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","140805000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","12005000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","-33919000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","-41739000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","129466000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","-19896000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","-60578000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","-34936000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","83535000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","-96198000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","-95216000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","-89886000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","61173000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","-55638000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","-99636000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","-93077000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","136377000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","123619000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q1","-99864000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q2","-53929000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q3","106917000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q4","56731000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","-2885000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q2","-129969000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q3","80921000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q4","-29717000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q1","-34548000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q2","-46039000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q3","88949000000",""
"Ukraine","Changes in inventories, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2024-Q4","-49799000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q1","599362000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q2","599407000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q3","679595000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2016-Q4","741832000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q1","632100000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q2","670284000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q3","729587000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2017-Q4","830296000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q1","685183000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q2","719151000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q3","818033000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2018-Q4","906718000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q1","762534000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q2","811548000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q3","895853000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2019-Q4","1001427000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q1","832310000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q2","737391000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q3","913457000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2020-Q4","1045856000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q1","867510000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q2","859406000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q3","975827000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2021-Q4","1064429000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q1","779343000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q2","546539000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q3","664765000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2022-Q4","740490000000",""
"Ukraine","Final consumption expenditure, Private sector","Constant prices","Not seasonally adjusted (NSA)","Domestic currency","Quarterly","2023-Q1","690903000000",""
